time in ms,Temp in C
0.0,65.1258347731587
0.001,92.48422767301074
0.002,79.36961686383981
0.003,79.8404427685464
0.004,41.42568066452511
0.005,24.586917439051938
0.006,69.2523730825799
0.007,17.320994085430343
0.008,92.33601054104994
0.009000000000000001,9.307537770426688
0.01,22.378194092545243
0.011,95.65137245824843
0.012,40.80117669697534
0.013000000000000001,33.61875094273825
0.014,78.45757428260313
0.015,2.323902803090716
0.016,42.36569141147947
0.017,72.8811865440442
0.018000000000000002,83.45703734362422
0.019,87.1294380426009
0.02,6.6027375792442555
0.021,64.79091069872182
0.022,0.10814236916752984
0.023,74.48585396951273
0.024,81.93938503427728
0.025,16.192781626399245
0.026000000000000002,80.20707934746754
0.027,92.72176853238244
0.028,48.06696939027483
0.029,41.34539864754261
0.03,89.48049008868004
0.031,6.597047810202151
0.032,66.33503451211831
0.033,8.302162797600776
0.034,39.15287160057815
0.035,57.813982990387046
0.036000000000000004,89.18929881592207
0.037,66.62017919421878
0.038,58.34592567129084
0.039,93.52629658873374
0.04,26.865722841446495
0.041,87.0419713580579
0.042,70.54937600201414
0.043000000000000003,49.902867632753534
0.044,83.83836311269536
0.045,85.85250300499013
0.046,99.91290228590486
0.047,86.8116245528764
0.048,75.62418674017975
0.049,20.715137666761805
0.05,97.08218370340602
0.051000000000000004,95.16027694031376
0.052000000000000005,67.58650275510432
0.053,68.86295256534697
0.054,91.82493254133244
0.055,5.904061215090628
0.056,48.90629484875287
0.057,83.4888888797318
0.058,82.87990868080246
0.059000000000000004,58.20749022399836
0.06,85.29470792199325
0.061,87.9152526372812
0.062,38.6742154471605
0.063,21.94955846565293
0.064,24.575580756890623
0.065,36.535568493671356
0.066,87.95579112780348
0.067,73.26654595501432
0.068,73.42747156340403
0.069,98.25096201252951
0.07,11.490592972651037
0.07100000000000001,70.78657812431584
0.07200000000000001,9.545903777250675
0.073,43.062965051669075
0.074,76.1976906129458
0.075,42.67274282650128
0.076,78.45351770755315
0.077,59.35361122576385
0.078,2.874810540278794
0.079,98.46964380541215
0.08,21.909611954655915
0.081,47.389492085200914
0.082,52.84630025278598
0.083,62.39130482549198
0.084,60.88818380934842
0.085,17.08914322838956
0.08600000000000001,58.9583518616749
0.08700000000000001,48.4746604879739
0.088,52.357513090979865
0.089,26.398638241482743
0.09,3.33504821575642
0.091,68.21339494538421
0.092,26.918940449342333
0.093,1.0207643377525444
0.094,64.52515291946858
0.095,46.83931531905424
0.096,97.42350849965077
0.097,50.04743715143366
0.098,5.086138011839725
0.099,95.10338101635972
0.1,88.66159548993913
0.101,97.82696248167257
0.10200000000000001,85.50339139131731
0.10300000000000001,30.160242315876562
0.10400000000000001,25.458441818463918
0.105,4.888279615440927
0.106,33.57911880274119
0.107,33.568183080572126
0.108,53.84263856840048
0.109,15.522706303263167
0.11,75.94780784724374
0.111,26.293803366492675
0.112,71.9865763674119
0.113,14.287337212523498
0.114,39.40906786097293
0.115,16.26877840534544
0.116,76.68447964868656
0.117,31.7309913925676
0.11800000000000001,46.27991318611482
0.11900000000000001,68.84996273906324
0.12,93.97409000533789
0.121,33.16964350165694
0.122,60.303556159774566
0.123,34.82543248372979
0.124,82.20143468926257
0.125,80.92524510458595
0.126,0.3851778976585396
0.127,93.30907939128504
0.128,8.183439211217024
0.129,53.10663447986769
0.13,38.95026068313532
0.131,31.295489777174325
0.132,39.87501186056954
0.133,14.22711094856206
0.134,32.717271753445395
0.135,37.41526612041019
0.136,1.3643825884500083
0.137,79.85008118964996
0.138,34.015389478935155
0.139,83.76193846189489
0.14,43.4793087879417
0.14100000000000001,62.646847580251496
0.14200000000000002,4.907665385405369
0.14300000000000002,7.846055974574851
0.14400000000000002,97.01011366116849
0.145,46.78084680400645
0.146,1.8807682605425757
0.147,72.2566426435142
0.148,21.770930854855152
0.149,22.091976509474986
0.15,80.37782455242828
0.151,35.200018182011895
0.152,72.85271305794436
0.153,61.27280658651244
0.154,34.670440024399255
0.155,72.24839296390934
0.156,27.799462463984746
0.157,87.85228796554141
0.158,89.52287249252161
0.159,40.68558365757836
0.16,94.00196447048937
0.161,70.94107279647181
0.162,26.749680575350222
0.163,48.17693800547155
0.164,7.231407901664855
0.165,39.45648031848028
0.166,44.55588860936086
0.167,75.14838765841633
0.168,62.39300722088451
0.169,6.281275957991317
0.17,75.00089231216752
0.171,30.572377530155194
0.17200000000000001,56.46412647511989
0.17300000000000001,8.360586106807022
0.17400000000000002,63.22743796145901
0.17500000000000002,47.70575259434072
0.176,24.466336460853032
0.177,79.62291089981593
0.178,37.44469489168868
0.179,71.43512513867987
0.18,76.52134169748197
0.181,88.35457355092281
0.182,55.205266783248284
0.183,40.761165468986945
0.184,5.418112392690288
0.185,10.01363910441163
0.186,93.13948175248957
0.187,60.88673688971007
0.188,98.83482956303085
0.189,90.12557783001772
0.19,61.20782130265992
0.191,85.3259802830933
0.192,18.171410367059448
0.193,71.99329136679196
0.194,7.673935585840164
0.195,24.23505021980451
0.196,50.908044444989464
0.197,22.48111466971038
0.198,46.80863540816216
0.199,61.609016798176484
0.2,96.09909434957719
0.201,65.76559003932981
0.202,19.069586947802442
0.203,20.45875528614822
0.20400000000000001,83.49725781336798
0.20500000000000002,32.13758598686158
0.20600000000000002,55.927511037574284
0.20700000000000002,53.97125998816564
0.20800000000000002,10.636256167127122
0.209,47.09210254781223
0.21,6.916617089357757
0.211,81.2916531402877
0.212,94.27971108901157
0.213,3.6185582921058224
0.214,82.67498414204097
0.215,48.529315900227424
0.216,93.66850940549124
0.217,81.7009817259189
0.218,78.89507395123026
0.219,93.46626326193407
0.22,24.96528626617781
0.221,94.47442669767703
0.222,35.259129931110046
0.223,10.904122472152366
0.224,94.17994363041313
0.225,28.61251688603168
0.226,52.11102838897541
0.227,88.36253089365927
0.228,39.08903867279003
0.229,99.02194903087225
0.23,6.887510113745854
0.231,35.211489286194976
0.232,7.163037616663603
0.233,35.5877699435417
0.234,1.9794931638279833
0.23500000000000001,70.94934845581848
0.23600000000000002,79.03836763543059
0.23700000000000002,92.93472449901782
0.23800000000000002,28.016675551670566
0.23900000000000002,24.41582647023044
0.24,69.34695573479468
0.241,49.10697263484829
0.242,21.801285704034147
0.243,96.98617243466096
0.244,93.83085214092952
0.245,85.30720858586972
0.246,23.155136673708544
0.247,94.52257778118783
0.248,70.65633900139328
0.249,7.40970306724561
0.25,54.27372022666326
0.251,5.506991839806242
0.252,20.88204948033353
0.253,75.86604975549469
0.254,98.74014966895761
0.255,10.797243577753502
0.256,75.99250733592439
0.257,81.45960803162492
0.258,97.02197389273626
0.259,43.87208981513191
0.26,59.76107372875261
0.261,44.36332393130461
0.262,63.1918702808771
0.263,83.919775830106
0.264,85.1673941085587
0.265,1.270021833073287
0.266,47.45696717225062
0.267,10.38601039923044
0.268,20.257456896891078
0.269,80.21151835731224
0.27,14.092280818483772
0.271,59.18162812984213
0.272,18.02967958993513
0.273,73.24241901205735
0.274,94.54230017491517
0.275,90.3173296985956
0.276,44.99382419094149
0.277,67.76757524267009
0.278,48.292579650073606
0.279,58.360921351741
0.28,40.947365834019344
0.281,11.39832085986001
0.28200000000000003,10.474409160200548
0.28300000000000003,57.80811967033211
0.28400000000000003,85.49141091527854
0.28500000000000003,68.7914185333598
0.28600000000000003,66.20674554318528
0.28700000000000003,25.86469199392598
0.28800000000000003,66.90279342373134
0.289,43.26391443100284
0.29,60.48221050886562
0.291,46.04322851996425
0.292,7.4711132146391135
0.293,56.329057500453125
0.294,34.16898355525157
0.295,62.24497673606909
0.296,25.099787849234534
0.297,79.65613653462103
0.298,10.901571604002847
0.299,62.945602889206896
0.3,95.40933688249939
0.301,0.2564850630701887
0.302,96.41688625753322
0.303,27.832292946351032
0.304,97.25810286319468
0.305,25.631102447858854
0.306,32.6652569085904
0.307,43.494184681336314
0.308,67.89235800603775
0.309,73.30518761124523
0.31,1.2025607190195187
0.311,43.19841000752734
0.312,83.65901086846806
0.313,61.364183426615604
0.314,88.92759957460402
0.315,23.33510357481944
0.316,45.19660110174664
0.317,31.936808063479937
0.318,69.3735133791323
0.319,98.84671016453665
0.32,52.94412054352724
0.321,6.539857984307607
0.322,55.999203528762564
0.323,61.875817659858455
0.324,57.905026235485124
0.325,14.612036591904287
0.326,80.36616431726998
0.327,93.94566451535017
0.328,13.67348052082935
0.329,45.02282733449478
0.33,3.8170050662705513
0.331,91.74796312485775
0.332,67.33852999207411
0.333,88.27886754648233
0.334,80.68098334494026
0.335,43.267785575038786
0.336,86.20054847389643
0.337,73.7293064809844
0.338,0.24573640503918748
0.339,31.241884090701678
0.34,66.23903630793919
0.341,56.882383706084795
0.342,61.06847270967116
0.343,16.23723562901627
0.34400000000000003,88.87282382642911
0.34500000000000003,25.480044846838613
0.34600000000000003,29.956054695721868
0.34700000000000003,26.26308004954604
0.34800000000000003,29.709144789694307
0.34900000000000003,74.72907344541049
0.35000000000000003,46.4717231581899
0.35100000000000003,8.20691740806434
0.352,29.86005627037637
0.353,59.08998313185931
0.354,69.41361425427101
0.355,31.77961027899364
0.356,3.7967035341761823
0.357,40.21840385339917
0.358,73.31947713703929
0.359,77.76109856788467
0.36,59.932841178104866
0.361,59.017719036310034
0.362,24.840223550069584
0.363,98.35093965450103
0.364,23.9597394929747
0.365,86.83763547262654
0.366,83.34504810355811
0.367,86.25810447393123
0.368,10.35076855592536
0.369,89.66522469358307
0.37,3.2378337400963297
0.371,60.496178265058134
0.372,55.5082224721503
0.373,20.17149991025701
0.374,51.300721160277575
0.375,76.80135385665108
0.376,50.62424757323103
0.377,9.744011598178615
0.378,77.52431517773603
0.379,32.274910280156156
0.38,90.7374872944664
0.381,61.392257243586045
0.382,21.934539364858797
0.383,41.569238083634005
0.384,51.308182788398085
0.385,2.2428483649267195
0.386,86.9392228087541
0.387,22.134250867232062
0.388,67.20288797216148
0.389,64.9352306540183
0.39,20.49609393442553
0.391,64.56303376159728
0.392,22.475704802703568
0.393,80.42316781033179
0.394,23.277709787459255
0.395,6.090120517861908
0.396,69.78253976086741
0.397,10.610533036088487
0.398,54.6897278633364
0.399,24.369252326360204
0.4,32.48801275405033
0.401,65.45923678625823
0.402,5.660202538522052
0.403,56.38478031303453
0.404,0.9549835839241405
0.405,68.82839639122754
0.406,82.16002482389226
0.40700000000000003,25.0586512084911
0.40800000000000003,81.71228209670642
0.40900000000000003,23.077537158285256
0.41000000000000003,72.53473709907354
0.41100000000000003,72.15848332598766
0.41200000000000003,46.59312074925099
0.41300000000000003,35.65923666754577
0.41400000000000003,84.47789457686152
0.41500000000000004,56.76483772177302
0.41600000000000004,43.97726337527011
0.417,62.72270986695641
0.418,86.0711138317545
0.419,16.349618813726664
0.42,53.19052459421761
0.421,54.83425821710072
0.422,28.722910552077185
0.423,96.16246806371281
0.424,6.252191860424839
0.425,93.50445636108527
0.426,44.532948260808666
0.427,79.11590653902964
0.428,84.16383177930584
0.429,86.40980220166796
0.43,25.437202344412256
0.431,85.88114208144113
0.432,80.43409795300951
0.433,61.18452900727189
0.434,72.24099729103823
0.435,64.56092514462698
0.436,2.9540504424448555
0.437,50.96036018250732
0.438,86.00244131688127
0.439,83.36570515967368
0.44,41.490041954584264
0.441,26.172602385471855
0.442,4.438397254302984
0.443,93.27086977605124
0.444,64.60774376050671
0.445,52.41014948864241
0.446,9.810636361739355
0.447,90.7683038206807
0.448,36.16410892270901
0.449,41.46399464689981
0.45,12.423361389311694
0.451,40.544228882865
0.452,45.70026644796167
0.453,20.95641592008698
0.454,30.145860560394123
0.455,82.75081754264409
0.456,11.41007087847915
0.457,49.490721726712394
0.458,92.97626305803125
0.459,85.91807613184416
0.46,88.56630062882729
0.461,26.388606686542783
0.462,93.04427442578366
0.463,6.134213331648775
0.464,42.53482170330114
0.465,21.34872759665719
0.466,3.5023890260106327
0.467,2.4477598040300697
0.468,77.42320977592485
0.46900000000000003,40.904518127910706
0.47000000000000003,25.359805162138404
0.47100000000000003,95.42183328983288
0.47200000000000003,28.917719228692807
0.47300000000000003,29.381065842882094
0.47400000000000003,50.208018945496015
0.47500000000000003,51.49603135303099
0.47600000000000003,67.99030604373613
0.47700000000000004,57.485772806208004
0.47800000000000004,2.4073192753570005
0.47900000000000004,72.8451937465796
0.48,7.5683352190102475
0.481,21.606448280927815
0.482,3.1363462813946974
0.483,65.55308463897414
0.484,59.077297827338015
0.485,17.32125561297795
0.486,77.06445260807686
0.487,87.45607509311118
0.488,83.19042687100007
0.489,17.834629319874008
0.49,71.35046256009956
0.491,91.5483016727879
0.492,71.84170357586459
0.493,11.886186833130164
0.494,62.06319784674255
0.495,25.75318113195114
0.496,85.20529116483625
0.497,14.736728362084728
0.498,36.07885514098784
0.499,32.70730282155069
0.5,42.5478349302034
0.501,78.55100629025199
0.502,71.00035470840099
