time in ms,Temp in C
0.0,59.06982539062285
0.001,12.199618794324163
0.002,34.65855289833601
0.003,65.81816765966126
0.004,33.92778697752708
0.005,6.224469714710878
0.006,39.550327037048675
0.007,49.94744075005912
0.008,95.99736817632817
0.009000000000000001,39.81398431390678
0.01,71.92995727375965
0.011,67.24828868866148
0.012,5.9178248143020085
0.013000000000000001,98.56537919099988
0.014,17.87053322368939
0.015,90.86064415550985
0.016,77.3403137961662
0.017,49.05101578979495
0.018000000000000002,22.268998952609444
0.019,22.571757746270137
0.02,74.14475740480417
0.021,42.30317373586101
0.022,47.725291437106264
0.023,82.34400809480724
0.024,79.002158678918
0.025,7.71711240746622
0.026000000000000002,89.77943394090163
0.027,44.076027156978995
0.028,78.88204860203733
0.029,58.821682286861744
0.03,90.79054993858867
0.031,2.899178244279954
0.032,30.376599182852317
0.033,83.47287914792221
0.034,92.31189956599553
0.035,13.455501586599873
0.036000000000000004,96.00070263528671
0.037,29.869680074366855
0.038,56.857868075535336
0.039,2.1778205689182872
0.04,67.79367827017118
0.041,1.7453836992029848
0.042,77.0672839300894
0.043000000000000003,64.26210621889555
0.044,25.497216366549424
0.045,3.788416248302562
0.046,4.3174029542727865
0.047,20.962036926859927
0.048,45.67735897730263
0.049,34.04775815091961
0.05,69.19437245635416
0.051000000000000004,78.94044042850307
0.052000000000000005,93.63058050030382
0.053,54.217057304142045
0.054,36.01665640047583
0.055,46.28820450065674
0.056,45.90225196336587
0.057,84.46324552006621
0.058,4.629496563131141
0.059000000000000004,69.17373192474653
0.06,87.85834317294038
0.061,49.6861523044819
0.062,30.383697411779476
0.063,83.51877399902098
0.064,61.565979831123975
0.065,39.21167243663775
0.066,32.81985699690237
0.067,6.23852577802454
0.068,83.52100457918112
0.069,79.95635620681124
0.07,2.256179705915762
0.07100000000000001,75.21929332131688
0.07200000000000001,72.2784232804992
0.073,44.656087878145556
0.074,93.80203895968404
0.075,50.23404697439542
0.076,58.22667356368213
0.077,47.962057075770815
0.078,9.316730068668699
0.079,3.1932892059508777
0.08,76.53718233700752
0.081,76.16613964018298
0.082,58.01851606896508
0.083,12.685967074122962
0.084,41.45028395111557
0.085,94.7856917747392
0.08600000000000001,23.82832401580277
0.08700000000000001,38.75772985139561
0.088,61.47305553818349
0.089,30.46832531971485
0.09,82.21100008669596
0.091,27.56766156970546
0.092,61.58065012152449
0.093,12.371429232444786
0.094,78.03101749447525
0.095,83.91649178015962
0.096,88.89546020502928
0.097,26.547299703308212
0.098,82.62598289003321
0.099,9.820479433986918
0.1,78.53847263473723
0.101,7.383088803862414
0.10200000000000001,42.06285476816154
0.10300000000000001,36.56192825014617
0.10400000000000001,37.15483771128441
0.105,2.3322931386091206
0.106,22.244030464638985
0.107,55.836129020478545
0.108,56.521167549891636
0.109,55.063657946465106
0.11,53.08367834129183
0.111,40.583961469346875
0.112,67.94674320828926
0.113,13.492363274312924
0.114,98.21806218002276
0.115,74.96790057495939
0.116,80.19910674730647
0.117,52.83849312750358
0.11800000000000001,67.9902820490371
0.11900000000000001,86.53672384093848
0.12,82.51136747174345
0.121,92.38125505674782
0.122,22.851955927791145
0.123,47.0406811532291
0.124,21.719717724713185
0.125,66.82274525386939
0.126,11.590591932664385
0.127,5.608288163464392
0.128,61.4894780095413
0.129,79.84619024456701
0.13,23.050567073687432
0.131,29.415806134783484
0.132,86.9070756339501
0.133,12.794029096112192
0.134,87.4305626890815
0.135,33.49178243559646
0.136,97.5806141602737
0.137,75.09152314711875
0.138,20.43495709537363
0.139,21.56542490300206
0.14,83.91688192288424
0.14100000000000001,93.0718181101341
0.14200000000000002,2.144845285178265
0.14300000000000002,18.421505168854758
0.14400000000000002,6.657552377416909
0.145,73.39490141083698
0.146,36.095226203789046
0.147,57.258197881386586
0.148,12.337501285141073
0.149,12.175189001315834
0.15,9.928404883218079
0.151,9.033932929041677
0.152,87.95011803736938
0.153,80.17954423017343
0.154,90.18885778767076
0.155,66.19757452702886
0.156,98.9377449104714
0.157,36.436588487376795
0.158,40.92906504195414
0.159,86.85096596833425
0.16,35.80610557048614
0.161,43.52314920844649
0.162,12.801529946077627
0.163,89.77617868689433
0.164,58.466577314369964
0.165,64.60587222412823
0.166,45.446370504522314
0.167,53.38644111966977
0.168,50.02893375001184
0.169,33.028123856525696
0.17,30.18651248234836
0.171,92.73223435800162
0.17200000000000001,73.96327707826904
0.17300000000000001,24.71189261749863
0.17400000000000002,36.520046993280566
0.17500000000000002,26.745387562172983
0.176,3.281287578892167
0.177,23.885498382638016
0.178,76.86829603469265
0.179,57.70255570691584
0.18,3.2703464926803427
0.181,27.843700518981464
0.182,90.18740876877052
0.183,43.24779094349924
0.184,46.20204496866314
0.185,0.5413113688491289
0.186,95.88277409740685
0.187,69.0641170920666
0.188,5.646439260206126
0.189,45.12944436949218
0.19,88.86818714967846
0.191,89.62778163569325
0.192,9.137875389965522
0.193,70.23142138713214
0.194,70.66875691087637
0.195,85.3356310784085
0.196,39.650801486082734
0.197,81.28708945230585
0.198,34.782946211688916
0.199,62.3831317892707
0.2,77.09584221866447
0.201,26.874179598918246
0.202,68.22957953486024
0.203,12.83320811519103
0.20400000000000001,68.00821051397047
0.20500000000000002,98.8046518958909
0.20600000000000002,46.51769478279565
0.20700000000000002,87.83032778860435
0.20800000000000002,77.23309894897092
0.209,53.81899046254494
0.21,19.103354905763158
0.211,72.41672610248042
0.212,8.226138312072495
0.213,91.94207496012106
0.214,9.485570337004601
0.215,22.668422236299723
0.216,61.86875505620924
0.217,93.40467735631218
0.218,95.06592597024796
0.219,84.97903483902152
0.22,11.531748736157798
0.221,32.91122851146861
0.222,96.87111201234639
0.223,6.265885626998591
0.224,71.53921456187234
0.225,73.07041044768289
0.226,45.53411945774158
0.227,61.778741920527594
0.228,66.27419165702204
0.229,88.04364877740011
0.23,40.81388523921109
0.231,53.74310274924608
0.232,54.4301878896188
0.233,41.23474642455276
0.234,18.57444562594972
0.23500000000000001,61.659008798327534
0.23600000000000002,73.02903207343408
0.23700000000000002,55.9997242642312
0.23800000000000002,34.124920084088906
0.23900000000000002,81.67659584962924
0.24,37.461115058837805
0.241,68.1727464779672
0.242,80.07617562943811
0.243,70.15286007673127
0.244,59.941409241107166
0.245,79.52712838260611
0.246,8.688040609170233
0.247,78.8738622550962
0.248,86.04704750628449
0.249,82.97725649363026
0.25,25.64869284037924
0.251,99.90618679545126
0.252,2.893011518407984
0.253,95.1458479321169
0.254,8.704536092929626
0.255,61.57592032709294
0.256,38.4503260291317
0.257,60.80212694292313
0.258,28.896247562813215
0.259,81.25861537174134
0.26,17.185172057325595
0.261,94.42507152179857
0.262,28.350778109377885
0.263,89.08096211159446
0.264,26.391287017142197
0.265,0.1893963790732922
0.266,93.34475167453003
0.267,5.313927426607512
0.268,89.45358926983477
0.269,13.071619177597304
0.27,59.391522463566446
0.271,16.134053889768516
0.272,49.23135485558563
0.273,75.4072887103712
0.274,5.590061910072929
0.275,84.12514371017265
0.276,85.29701174523399
0.277,2.2071968449390966
0.278,59.12462838047716
0.279,77.7568125058718
0.28,56.342674460307876
0.281,61.30436598601624
0.28200000000000003,76.53064875743894
0.28300000000000003,44.4788981179923
0.28400000000000003,15.288382396218935
0.28500000000000003,87.01388491207267
0.28600000000000003,37.41014988639607
0.28700000000000003,10.697236321710657
0.28800000000000003,61.432445094288234
0.289,13.875125419224954
0.29,45.28407384411346
0.291,13.964125899498757
0.292,20.293953870325854
0.293,94.2503679087775
0.294,73.97201292687019
0.295,98.15776954756646
0.296,27.623529648686485
0.297,36.89022963504062
0.298,94.8230642254632
0.299,7.494502329097386
0.3,21.12676678699682
0.301,35.30674341562696
0.302,43.543000040899074
0.303,3.296925029200515
0.304,50.76574479373901
0.305,84.56235295823109
0.306,50.47210198900562
0.307,14.45503799358957
0.308,41.180984505430395
0.309,16.578051925859537
0.31,49.482272765591595
0.311,98.37172563410441
0.312,91.62906395213597
0.313,31.37329931400491
0.314,38.320469699136396
0.315,24.923786504550637
0.316,12.173250278048043
0.317,69.2955212874503
0.318,40.161567789048625
0.319,11.606685942812224
0.32,69.01607117951217
0.321,40.61467565258739
0.322,8.415149123440536
0.323,29.161937044680176
0.324,95.27419152949219
0.325,37.62112099587765
0.326,37.04408713355405
0.327,9.861664503743661
0.328,42.52152942483117
0.329,1.8733059840840283
0.33,57.570732242948296
0.331,66.54784464366033
0.332,39.68459864164154
0.333,36.806099396838675
0.334,56.92501229696943
0.335,8.959666824556944
0.336,43.15775066860562
0.337,52.18821210948129
0.338,8.292347245397247
0.339,34.522669559651916
0.34,0.6100856524242859
0.341,43.85409836606574
0.342,48.57485283393566
0.343,46.474234032496355
